REF_DATE,GEO,Sex,Characteristics,Primary_Types,Stage
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage IV 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage IV 
2015,New Brunswick,Females,Total number of cancer cases,Breast ,Stage IV 
2015,New Brunswick,Females,Total number of cancer cases,Breast ,Stage IV 
2015,New Brunswick,Females,Total number of cancer cases,Breast ,Stage unknown 
2015,New Brunswick,Females,Cancer incidence rate,Breast ,Stage not available 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,All stages combined 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage 0 
2015,New Brunswick,Females,Total number of cancer cases,Cervix uteri ,Stage I 
2015,New Brunswick,Females,Total number of cancer cases,Cervix uteri ,Stage II 
2015,New Brunswick,Females,Cancer incidence rate,Cervix uteri ,Stage II 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage II 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage II 
2015,New Brunswick,Females,Total number of cancer cases,Cervix uteri ,Stage III 
2015,New Brunswick,Females,Cancer incidence rate,Cervix uteri ,Stage IV 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage unknown 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage not available 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,All stages combined 
2015,New Brunswick,Females,Cancer incidence rate,Prostate ,All stages combined 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage 0 
2015,New Brunswick,Females,Cancer incidence rate,Prostate ,Stage I 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage II 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage II 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage II 
2015,New Brunswick,Females,Cancer incidence rate,Prostate ,Stage II 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage III 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage III 
2015,New Brunswick,Females,Cancer incidence rate,Prostate ,Stage IV 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage IV 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage unknown 
2015,New Brunswick,Females,Total number of cancer cases,Prostate ,Stage not available 
2015,New Brunswick,Females,Total number of cancer cases,Colon and rectum ,All stages combined 
2015,New Brunswick,Females,Total number of cancer cases,Colon and rectum ,All stages combined 
2015,New Brunswick,Females,Total number of cancer cases,Colon and rectum ,All stages combined 
2015,New Brunswick,Females,Total number of cancer cases,Colon and rectum ,All stages combined 
2015,New Brunswick,Females,Cancer incidence rate,Colon and rectum ,Stage 0 
2015,New Brunswick,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2015,New Brunswick,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,Stage I 
2015,Ontario,Both sexes,Cancer incidence rate,Colon and rectum ,Stage I 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,Stage II 
2015,Ontario,Both sexes,Cancer incidence rate,Colon and rectum ,Stage II 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,Stage IV 
2015,Ontario,Both sexes,Cancer incidence rate,Colon and rectum ,Stage IV 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,Stage not available 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage 0 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage I 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage III 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage IV 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage IV 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage unknown 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage not available 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage 0 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage I 
2015,Ontario,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage II 
2015,Ontario,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage III 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage III 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage III 
2015,Ontario,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage III 
2015,Ontario,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage IV 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage unknown 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage not available 
2015,Ontario,Both sexes,Total number of cancer cases,Lung and bronchus ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Lung and bronchus ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage 0 
2015,Ontario,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage I 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage II 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage II 
2015,Ontario,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage II 
2015,Ontario,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage II 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage III 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage IV 
2015,Ontario,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage IV 
2015,Ontario,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage IV 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage IV 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage unknown 
2015,Ontario,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage not available 
2015,Ontario,Both sexes,Cancer incidence rate,Prostate ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Prostate ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Prostate ,Stage 0 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage I 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage I 
2015,Ontario,Both sexes,Total number of cancer cases,Prostate ,Stage I 
2015,Ontario,Both sexes,Cancer incidence rate,Prostate ,Stage I 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage II 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2015,Ontario,Both sexes,Total number of cancer cases,Prostate ,Stage IV 
2015,Ontario,Both sexes,Cancer incidence rate,Prostate ,Stage IV 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2015,Ontario,Both sexes,Total number of cancer cases,Prostate ,Stage unknown 
2015,Ontario,Both sexes,Cancer incidence rate,Prostate ,Stage not available 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Colon and rectum ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage 0 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,Stage II 
2015,Ontario,Both sexes,Cancer incidence rate,Colon and rectum ,Stage III 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2015,Ontario,Both sexes,Total number of cancer cases,Colon and rectum ,Stage III 
2015,Ontario,Both sexes,Cancer incidence rate,Colon and rectum ,Stage IV 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage not available 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage 0 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage I 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage II 
2015,Ontario,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage III 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage unknown 
2015,Ontario,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage not available 
2015,Ontario,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,All stages combined 
2015,Ontario,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage 0 
2015,Ontario,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage 0 
